user_id,age,status,amount
140,44,active,6838.02
141,28,active,6767.79
142,33,active,8341.2
143,35,active,7642.12
144,29,active,9931.23
145,32,active,7745.14
146,45,active,8635.55
147,34,active,7999.43
148,43,active,10837.71
149,40,active,8463.44
150,44,active,7592.65
151,45,active,10050.46
152,46,active,7201.58
153,31,active,6446.39
154,39,active,10364.43
155,42,active,7797.9400000000005
156,31,active,13204.21
157,33,active,8874.32
158,37,active,8852.25
159,25,active,8003.8099999999995
160,38,active,8258.06
161,36,active,5898.7300000000005
162,40,active,9009.17
163,41,active,5755.22
164,39,active,6738.18
165,38,active,9329.97
166,35,active,10242.16
167,27,active,6104.48
168,35,active,10585.3
169,33,active,10281.99
170,38,active,10366.02
171,30,active,9412.3
172,27,active,6116.1
173,30,active,8743.39
174,39,active,10560.45
175,29,active,11387.42
176,27,active,10239.1
177,25,active,7781.21
178,38,active,7609.2
179,42,active,8641.99
180,40,active,8867.34
181,31,active,8772.12
182,26,active,7547.46
183,43,active,14818.17
184,27,active,8823.210000000001
185,32,inactive,30333.03
186,36,active,6456.12
187,29,active,10522.12
188,32,active,9960.89
189,27,active,7787.46
190,27,active,8070.2
191,41,active,5864.7
192,45,active,7641.83
193,25,active,25485.05
194,34,active,5101.83
195,41,active,9191.3
196,34,active,8827.66
197,29,active,5966.89
198,36,active,5796.83
199,35,active,6899.84
200,41,active,12326.039999999999
201,26,active,9519.38
202,39,active,7968.42
203,44,active,9806.84
204,31,active,10373.81
205,42,active,6764.95
206,25,active,7855.88
207,44,active,6572.28
208,33,active,7000.68
209,34,active,8498.54
210,25,active,9621.92
211,28,active,7908.87
212,39,active,7664.15
213,42,active,8430.17
214,27,active,5533.5
215,29,active,7914.79
216,42,active,9063.7
217,39,active,7627.69
218,28,active,9481.08
219,40,active,7307.66
220,32,active,8769.89
221,44,active,8476.0
222,43,active,7532.900000000001
223,34,active,9588.3
224,39,active,11633.91
225,29,active,3721.42
226,25,active,8940.27
227,35,active,5323.8099999999995
228,36,active,7078.9800000000005
229,38,active,11284.8
230,37,active,6171.76
231,38,active,8973.75
232,38,active,11188.02
233,36,active,6245.97
234,33,active,7813.46
235,32,active,8185.96
236,36,active,7681.51
237,42,active,5748.01
238,37,active,7727.81
239,34,active,7680.42
240,38,active,6761.03
241,36,active,8429.69
242,37,active,8254.79
243,29,active,7222.79
244,28,active,8218.35
245,30,active,9022.82
246,46,active,5035.34
247,34,active,9844.27
248,38,active,7799.25
249,28,active,7283.93
250,31,active,4853.34
251,45,active,5255.95
252,31,active,9170.01
253,39,active,11097.79
254,42,active,10325.09
255,27,active,6677.95
256,42,active,6640.66
257,31,active,5270.14
258,45,active,6225.09
259,31,active,8243.69
260,39,active,7940.95
261,41,active,6854.59
262,37,active,10676.539999999999
263,35,active,6398.34
264,32,active,5831.97
265,27,active,10939.59
266,39,active,11071.57
267,34,active,7510.22
268,39,active,10491.66
269,30,active,8901.17
270,35,active,11582.66
271,34,active,6052.18
272,34,active,9687.68
273,44,active,5430.07
274,44,active,8680.81
275,43,active,8817.34
276,74,active,5490.5599999999995
277,47,active,9985.92
278,58,active,9838.1
279,35,active,8618.8
280,37,active,9296.48
281,36,active,7196.82
282,73,active,10835.92
283,66,active,9161.53
284,68,active,7951.73
285,65,active,29249.51
286,67,active,9893.37
287,63,active,7476.22
288,56,active,8767.6
289,49,inactive,41486.54
290,68,active,7108.75
291,56,active,6759.49
292,69,active,5881.58
293,73,active,10102.66
294,52,active,8592.53
295,73,active,5928.48
296,49,active,7410.72
297,24,active,7392.57
298,48,active,8169.08
299,68,active,10609.47
300,67,active,7125.78
301,74,active,7964.89
302,70,active,6891.91
303,47,active,10672.42
304,72,active,7856.68
305,68,active,9418.66
306,51,active,6406.78
307,61,active,6789.34
308,74,active,5467.92
309,21,active,7771.74
310,59,active,5536.5199999999995
311,34,active,8074.45
312,46,active,9382.88
313,58,active,9754.44
314,36,active,7453.64
315,25,active,8305.86
316,74,active,9795.6
317,56,active,18991.45
318,51,inactive,40348.5
319,48,active,17770.39
320,58,active,7333.68
321,73,active,8071.84
322,52,active,7369.76
323,48,active,7331.22
324,65,active,9414.09
325,59,active,6270.5
326,39,active,7103.07
327,47,active,10185.56
328,63,active,9636.31
329,64,active,10529.99
330,67,active,6485.52
331,36,active,9421.59
332,41,active,9835.42
333,66,active,9652.73
334,23,active,7585.19
335,60,active,8129.51
336,51,active,12294.35
337,25,active,7200.41
338,37,active,13043.800000000001
339,60,active,5478.57
340,63,active,8812.49
341,61,active,8175.53
342,68,active,9265.56
343,73,active,7689.03
344,23,active,9529.49
345,67,active,14098.42
346,57,active,7645.01
347,70,active,11524.17
348,50,active,3677.23
349,50,active,23504.469999999998
350,44,active,9549.6
351,22,active,10758.43
352,75,active,10957.92
353,29,active,7503.71
354,37,active,8951.64
355,23,active,8237.48
356,58,active,6111.07
357,69,active,6060.86
358,37,active,9463.06
359,49,active,8008.54
360,58,active,6832.76
361,45,active,8363.2
362,53,active,7884.7699999999995
363,40,active,9669.869999999999
364,37,active,13076.43
365,26,active,7113.76
366,64,active,8906.88
367,62,active,8231.84
368,59,active,10172.6
369,58,active,7770.63
370,47,active,8637.14
371,59,active,7204.23
372,27,active,7982.19
373,76,active,9348.45
374,61,active,10106.91
375,70,active,6794.79
376,42,active,10110.91
377,38,active,7977.58
378,44,active,8028.24
379,22,active,6633.75
380,68,active,8393.3
381,69,active,6423.9400000000005
382,25,active,6969.8
383,56,active,7779.12
384,51,active,11555.72
385,39,active,8310.4
386,67,active,8831.91
387,40,active,10540.51
388,39,active,18923.100000000002
389,32,active,13700.390000000001
390,61,active,7820.84
391,43,active,6032.75
392,22,active,8886.65
393,32,active,16726.47
394,37,active,6337.99
395,75,active,9715.16
396,40,active,5747.47
397,29,active,8153.45
398,68,active,10963.36
399,41,active,6749.28
400,53,active,8941.92
401,44,active,8590.4
402,48,active,14314.3
403,33,active,7085.55
404,23,active,9837.539999999999
405,58,active,7485.29
406,49,active,5558.54
407,73,active,7248.08
408,46,active,6796.26
409,43,active,13010.52
410,30,active,9795.14
411,22,active,8378.98
412,23,active,9490.03
413,58,active,9910.87
414,70,active,10424.25
415,60,active,8885.03
416,37,active,9225.56
417,75,inactive,32016.11
418,61,active,9705.86
419,41,active,5639.61
420,62,active,13214.51
421,44,active,9480.3
422,40,active,8416.5
423,75,active,5831.76
424,47,active,6684.73
425,63,active,11712.83
426,37,active,9542.18
427,23,active,8740.96
428,70,active,9626.2
429,60,active,6068.4
430,22,active,8304.36
431,27,active,11482.8
432,57,active,9504.09
433,70,active,10392.26
434,68,active,11598.59
435,62,active,7018.04
436,45,active,6769.73
437,42,active,16260.460000000001
438,68,active,7359.15
439,71,active,5807.2
440,68,active,8823.99
441,44,active,8267.15
442,62,active,5856.88
443,67,active,17310.420000000002
444,66,active,12106.0
445,39,active,5962.4800000000005
446,63,active,7730.17
447,27,active,7741.71
448,55,active,8052.04
449,31,active,6922.84
450,32,active,10756.55
451,25,active,10040.82
452,33,active,8244.27
453,31,active,8800.27
454,63,inactive,24353.91
455,68,active,34491.270000000004
456,31,active,12076.9
457,25,active,6651.5
458,42,active,11843.72
459,39,active,7262.69
460,44,active,8039.57
461,36,active,7069.1
462,66,active,5244.9
463,23,active,13255.28
464,35,active,5967.38
465,39,active,11319.7
466,69,active,7436.86
467,69,active,5704.99
468,47,active,5834.19
469,59,active,8572.66
470,54,active,8896.52
471,69,active,12026.54
472,57,active,13636.59
473,37,active,8875.43
474,52,active,6945.5
475,56,active,7730.34
476,21,active,9711.35
477,59,active,6242.13
478,35,active,7858.5199999999995
479,59,active,10716.96
480,47,active,5493.28
481,52,active,10901.14
482,46,active,9159.16
483,65,active,11330.93
484,74,active,10158.25
485,59,active,7275.349999999999
486,38,active,9490.16
487,23,active,8805.02
488,30,active,10207.77
489,56,active,9158.91
490,44,active,11666.34
491,49,active,5858.67
492,59,active,6787.87
493,74,active,8418.62
494,40,active,10549.92
495,32,active,8567.04
496,27,active,7902.52
497,41,active,9860.2
498,43,active,11646.09
499,65,active,5611.93
500,33,active,5615.5
501,35,active,4504.03
502,53,active,2510.77
503,57,active,4250.75
504,25,active,4758.49
505,24,active,3747.35
506,28,active,4134.08
507,41,active,4652.55
508,37,active,5487.35
509,29,active,4661.49
510,44,active,4597.75
511,46,active,5286.56
512,30,active,6657.61
513,58,active,5643.0
514,24,active,4773.82
515,41,active,5395.9400000000005
516,74,active,3788.38
517,55,active,2994.92
518,47,active,5501.54
519,40,active,4081.51
520,21,active,4418.4
521,75,active,5977.48
522,43,active,6895.39
523,26,active,5827.08
524,47,active,4259.39
525,56,active,6122.97
526,32,active,6271.2699999999995
527,50,active,5121.95
528,56,active,3217.19
529,45,active,5581.58
530,53,active,5207.99
531,68,active,2269.4700000000003
532,71,active,4078.66
533,61,active,1639.38
534,67,active,2697.23
535,66,active,4326.43
536,26,active,5682.22
537,75,active,4642.49
538,32,active,5016.84
539,56,active,4363.36
540,65,active,4962.23
541,55,active,5825.83
542,43,active,6103.29
543,50,active,5174.41
544,64,active,6825.4
545,28,active,4647.25
546,38,active,3476.53
547,41,active,5277.54
548,36,active,6380.07
549,41,active,4983.09
550,64,active,5923.42
551,22,active,3685.79
552,60,active,3831.62
553,25,active,6592.6
554,55,active,6069.17
555,71,active,3377.71
556,19,active,5507.73
557,59,active,2919.7200000000003
558,41,active,5792.7
559,50,active,5626.19
560,67,active,3867.33
561,31,active,3297.91
562,49,active,5095.84
563,65,active,4783.41
564,24,active,5263.78
565,42,active,4350.0
566,21,active,5232.39
567,24,active,6186.65
568,43,active,5919.2
569,19,active,3808.21
570,44,active,8347.8
571,70,active,4768.69
572,32,active,2393.79
573,57,active,3709.81
574,21,active,4817.4400000000005
575,42,active,5960.41
576,56,active,4875.88
577,22,active,5211.43
578,30,active,3569.7200000000003
579,70,active,6589.05
580,32,active,5235.26
581,35,active,8103.73
582,25,active,5521.04
583,44,active,5978.73
584,31,active,2318.76
585,69,active,4802.96
586,36,active,3947.2000000000003
587,57,active,6682.33
588,40,active,4233.29
589,28,active,3099.85
590,30,active,4722.9
591,65,active,4997.98
592,40,active,4951.14
593,55,active,3667.56
594,73,active,4169.22
595,41,active,5093.4
596,30,active,3014.1
597,72,active,5884.98
598,20,active,3774.2
599,34,active,5122.63
600,32,active,6928.52
601,28,active,4243.87
602,28,active,4780.18
603,64,active,7040.13
604,73,active,5352.44
605,42,active,5189.61
606,73,active,4978.22
607,32,active,5935.23
608,23,active,7030.0599999999995
609,70,active,6060.7
610,35,active,2977.83
611,55,active,5256.74
612,51,active,4944.45
613,32,active,3901.91
614,48,active,4404.58
615,43,active,3332.11
616,29,active,3721.05
617,51,active,2990.75
618,71,active,3544.27
619,58,active,4540.22
620,36,active,3139.4900000000002
621,57,active,1135.81
622,39,active,4777.71
623,27,active,3345.6
624,61,active,4540.7
625,61,active,5956.36
626,69,active,1793.06
627,42,active,4063.87
628,49,active,4679.05
629,55,active,3541.8900000000003
630,41,active,4647.94
631,52,active,3330.85
632,22,active,4334.11
633,61,active,5426.95
634,48,active,4484.61
635,43,active,5925.06
636,66,active,4616.27
637,71,active,2750.78
638,21,active,5240.37
639,61,active,4697.38
640,55,active,4267.95
641,74,active,5290.55
642,55,active,3994.52
643,37,active,6912.37
644,72,active,4544.32
645,20,active,3892.48
646,63,active,5086.64
647,27,active,5682.75
648,36,active,4125.0199999999995
649,25,active,4303.88
650,52,active,6392.41
651,39,active,4532.58
652,41,active,6862.29
653,29,active,4548.78
654,76,active,3590.5
655,20,active,2912.83
656,72,active,5360.33
657,62,active,3616.75
658,56,active,5211.31
659,67,active,4412.21
660,73,active,3092.59
661,35,active,5362.0
662,50,active,4597.25
663,47,active,5300.5
664,39,active,5447.05
665,44,active,5171.37
666,57,active,4769.92
667,75,active,5573.87
668,57,active,1926.73
669,19,active,4356.59
670,23,active,5902.32
671,36,active,6825.72
672,72,active,3928.29
673,30,active,6993.299999999999
674,47,active,7837.0
675,33,active,2643.17
676,27,active,4410.58
677,66,active,3212.5699999999997
678,60,active,3839.95
679,66,active,4196.93
680,56,active,5126.09
681,47,active,5448.29
682,32,active,5833.56
683,56,active,5032.33
684,24,active,6830.21
685,68,active,4649.97
686,20,active,4094.46
687,30,active,6184.79
688,70,active,5347.98
689,57,active,5320.69
690,38,active,4088.84
691,24,active,5583.63
692,71,active,5960.78
693,71,active,5054.94
694,57,active,4010.0
695,39,active,4768.26
696,28,active,7770.78
697,72,active,4729.91
698,33,active,4671.03
699,69,active,5414.38
700,30,active,4713.01
701,49,active,6622.7
702,74,active,2309.36
703,46,active,3964.4500000000003
704,43,active,3988.35
705,23,active,5145.76
706,68,active,3949.67
707,22,active,7986.12
708,63,active,4725.82
709,70,active,5163.07
710,22,active,2434.87
711,68,active,6051.33
712,66,active,4537.81
713,32,active,4088.91
714,30,active,4273.81
715,63,active,3462.22
716,39,active,2533.14
717,21,active,7182.45
718,43,active,4275.99
719,74,active,3952.26
720,46,active,3485.09
721,62,active,5138.82
722,39,active,5158.37
723,49,active,5373.07
724,72,active,3149.75
725,67,active,3040.5299999999997
726,21,active,5033.88
727,73,active,2753.24
728,25,active,3941.5
729,51,active,3539.94
730,32,active,3877.37
731,41,active,3249.72
732,72,active,4396.66
733,38,active,4595.51
734,59,active,3104.9700000000003
735,75,active,4178.35
736,39,active,2816.0099999999998
737,38,active,4380.12
738,69,active,7615.43
739,36,active,4633.26
740,67,active,4252.47
741,69,active,3797.67
742,53,active,2537.47
743,45,active,3051.36
744,48,active,6619.15
745,38,active,5035.66
746,28,active,3023.02
747,49,active,5779.22
748,45,active,3094.28
749,27,active,5430.68
750,65,active,6743.900000000001
751,27,active,5715.04
752,57,active,3625.1
753,32,active,3761.8999999999996
754,72,active,3937.53
755,38,active,4218.12
756,73,active,4716.68
757,74,active,4930.23
758,20,active,5056.13
759,20,active,3705.27
760,46,active,6512.37
761,36,active,4055.45
762,62,active,5778.97
763,67,active,3530.21
764,32,active,3837.34
765,36,active,5211.96
766,65,active,5593.29
767,66,active,5801.45
768,39,active,2946.42
769,56,active,4252.96
770,63,active,4573.36
771,46,active,5025.3
772,65,active,5622.5
773,65,active,5196.04
774,65,active,5418.14
775,75,active,5501.9
776,48,active,5539.49
777,43,active,6614.58
778,73,active,5503.32
779,50,active,3296.29
780,64,active,5919.15
781,73,active,4419.74
782,26,active,6080.25
783,69,active,3944.57
784,29,active,6457.84
785,45,active,4614.47
786,59,active,4630.26
787,55,active,8558.85
788,73,active,4785.85
789,20,active,3847.57
790,19,active,7587.33
791,63,active,4643.89
792,59,active,5741.69
793,58,active,6040.82
794,41,active,8535.97
795,30,active,6446.88
796,70,active,6071.24
797,75,active,5035.04
798,30,active,2943.05
799,48,active,5610.76
800,50,active,5715.8
801,72,active,5517.87
802,63,active,3704.71
803,23,active,3207.85
804,40,active,2512.11
805,47,active,4336.02
806,32,active,4663.49
807,46,active,5124.17
808,73,active,5025.18
809,42,active,6160.84
810,36,active,4723.87
811,34,active,4199.93
812,21,active,5183.1
813,61,active,4015.6
814,72,active,3151.57
815,65,active,7722.36
816,23,active,4077.0
817,55,active,3108.42
818,51,active,8997.28
819,56,active,4423.09
820,49,active,5825.26
821,33,active,6112.52
822,56,active,2911.48
823,50,active,3023.48
824,23,active,3921.42
825,66,active,4472.28
826,75,active,4674.9
827,27,active,3911.04
828,43,active,6330.05
829,38,active,3904.0299999999997
830,66,active,2782.03
831,71,active,4217.35
832,49,active,2817.71
833,56,active,6917.29
834,58,active,4945.25
835,75,active,6053.64
836,44,active,3699.79
837,72,active,3989.53
838,32,active,5251.79
839,20,active,2709.17
840,46,active,7904.77
841,67,active,3121.05
842,43,active,5206.98
843,20,active,5303.63
844,40,active,5141.66
845,24,active,3483.8
846,25,active,5056.3
847,22,active,6648.91
848,32,active,4412.8
849,69,active,4903.21
850,73,active,3929.45
851,65,active,4123.35
852,39,active,6936.76
853,38,active,7003.58
854,69,active,5906.349999999999
855,53,active,4488.76
856,24,active,2967.12
857,58,active,4552.74
858,47,active,3622.41
859,72,active,8203.34
860,75,active,6778.28
861,34,active,3652.0
862,60,active,4607.73
863,49,active,5174.88
864,60,active,6323.65
865,63,active,3244.9700000000003
866,61,active,5506.72
867,29,active,5223.35
868,33,active,4003.85
869,70,active,4225.72
870,56,active,3839.26
871,30,active,4804.45
872,25,active,3550.05
873,57,active,3940.86
874,29,active,5144.4
875,21,active,3468.45
876,33,active,5171.0599999999995
877,72,active,6447.17
878,21,active,4915.68
879,32,active,4734.82
880,47,active,6263.92
881,22,active,5420.21
882,49,active,4753.3
883,21,active,7155.83
884,45,active,3237.42
885,28,active,3909.91
886,30,active,5074.55
887,30,active,3954.46
888,65,active,3322.48
889,61,active,5918.74
890,66,active,4666.35
891,40,active,2880.81
892,52,active,3227.73
893,41,active,3108.14
894,20,active,4127.98
895,27,active,4885.67
896,68,active,4828.59
897,54,active,4469.8
898,64,active,1981.23
899,72,active,3777.26
900,22,active,3870.88
901,61,active,3946.07
902,21,active,5374.68
903,35,active,4522.34
904,44,active,4333.1
905,50,active,4359.96
906,29,active,3534.8399999999997
907,30,active,3605.6
908,20,active,3378.58
909,48,active,6772.42
910,24,active,3314.13
911,32,active,5728.52
912,65,active,4559.68
913,71,active,6109.68
914,62,active,6192.35
915,57,active,5626.29
916,38,active,2882.11
917,59,active,4130.07
918,70,active,4458.67
919,63,active,3296.45
920,75,active,4224.29
921,23,active,4011.53
922,59,active,3696.57
923,65,active,4562.29
924,32,active,4561.65
925,31,active,3612.71
926,64,active,3448.88
927,54,active,5571.39
928,38,active,6747.85
929,43,active,5344.27
930,48,active,6908.71
931,23,active,3520.29
932,25,active,3650.22
933,72,active,3357.58
934,32,active,1899.7399999999998
935,64,active,5657.2
936,43,active,4529.48
937,58,active,6206.66
938,59,active,2925.47
939,67,active,4561.1
940,72,active,3217.09
941,51,active,6209.82
942,29,active,4388.33
943,56,active,5164.13
944,63,active,3504.49
945,33,active,4239.35
946,23,active,7377.4
947,61,active,4738.26
948,56,active,3651.85
949,39,active,5209.83
950,66,active,4289.96
951,22,active,5210.87
952,40,active,4057.7
953,54,active,6781.85
954,27,active,2996.23
955,69,active,4247.2
956,44,active,5115.0
957,48,active,5635.15
958,63,active,4815.74
959,54,active,4134.78
960,73,active,6770.7300000000005
961,72,active,5598.77
962,26,active,3749.58
963,35,active,6901.55
964,53,active,3207.13
965,58,active,5442.53
966,65,active,4406.68
967,68,active,3951.82
968,70,active,5592.51
969,37,active,3822.3
970,61,active,5127.71
971,59,active,6238.0
972,67,active,3270.81
973,38,active,3075.01
974,30,active,5417.18
975,21,active,5214.28
976,31,active,5139.41
977,38,active,5025.5
978,33,active,5818.42
979,61,active,4833.28
980,41,active,4223.92
981,52,active,5682.67
982,32,active,4967.57
983,23,active,5525.61
984,70,active,4502.93
985,22,active,7166.7
986,51,active,3079.16
987,70,active,4281.4800000000005
988,53,active,2746.2200000000003
989,38,active,4975.06
990,25,active,4905.51
991,74,active,4722.48
992,45,active,6238.7
993,37,active,4726.32
994,56,active,4420.93
995,63,active,6037.13
996,56,active,6636.18
997,27,active,6026.85
998,76,active,4141.33
999,31,active,5592.54
1000,55,active,4274.7300000000005
1001,32,active,4197.68
1002,24,active,5234.62
1003,45,active,2284.29
1004,71,active,3882.13
1005,63,active,5826.69
1006,36,active,4532.45
1007,54,active,3529.95
1008,68,active,3812.1
1009,73,active,5672.83
1010,51,active,3788.69
1011,72,active,3998.58
1012,44,active,4241.25
1013,32,active,6820.34
1014,42,active,4556.5
1015,25,active,4212.61
1016,39,active,4640.44
1017,44,active,4325.36
1018,75,active,3302.95
1019,44,active,3978.61
1020,32,active,4204.73
1021,36,active,3847.74
1022,61,active,2909.15
1023,46,active,5492.4
1024,19,active,4030.46
1025,38,active,7733.07
1026,54,active,3533.86
1027,24,active,6343.59
1028,35,active,4481.63
1029,60,active,6918.96
1030,68,active,4822.87
1031,73,active,5178.64
1032,66,active,5236.31
1033,58,active,4858.49
1034,37,active,5016.14
1035,30,active,3551.11
1036,71,active,3905.26
1037,25,active,6460.58
1038,68,active,5529.41
1039,72,active,4741.34
1040,24,active,2572.61
1041,38,active,5581.79
1042,65,active,4270.63
1043,24,active,4949.54
1044,27,active,1653.8
1045,44,active,3863.37
1046,75,active,7030.74
1047,34,active,2867.4
1048,52,active,5040.77
1049,34,active,4717.95
1050,41,active,3814.43
1051,59,active,7195.46
1052,69,active,8667.869999999999
1053,46,active,4339.41
1054,44,active,6653.22
1055,45,active,7885.4400000000005
1056,41,active,4657.72
1057,44,active,3388.45
1058,57,active,7035.47
1059,64,active,4254.55
1060,74,active,5163.28
1061,34,active,4123.9
1062,36,active,5341.35
1063,45,active,5223.7
1064,40,active,3644.56
1065,60,active,4581.97
1066,52,active,7548.5199999999995
1067,31,active,5772.7
1068,23,active,3478.11
1069,23,active,5430.96
1070,63,active,3728.72
1071,71,active,4373.09
1072,23,active,5161.28
1073,61,active,4573.29
1074,64,active,5652.61
1075,51,active,4317.69
1076,24,active,4594.76
1077,68,active,4390.96
1078,68,active,3314.5299999999997
1079,38,active,6162.4400000000005
1080,73,active,3974.1
1081,59,active,4313.67
1082,49,active,4786.63
1083,50,active,4605.28
1084,69,active,4769.37
1085,27,active,6596.06
1086,20,active,3746.27
1087,66,active,4050.86
1088,55,active,3857.62
1089,21,active,4563.53
1090,28,active,2588.08
1091,62,active,5694.19
1092,38,active,4464.4800000000005
1093,46,active,6182.05
1094,54,active,5038.49
1095,70,active,3091.88
1096,30,active,5433.65
1097,75,active,4680.93
1098,50,active,6507.59
1099,74,active,4346.82
1100,56,active,5224.21
1101,74,active,4791.16
1102,24,active,4671.03
1103,59,active,3454.37
1104,69,active,3008.49
1105,52,active,3616.7
1106,54,active,5622.56
1107,65,active,5513.44
1108,56,active,4693.51
1109,28,active,4794.95
1110,19,active,5171.05
1111,48,active,5623.110000000001
1112,61,active,3616.08
1113,34,active,4697.57
1114,72,active,1907.44
1115,55,active,3781.64
1116,56,active,4178.47
1117,24,active,4818.3
1118,35,active,5423.76
1119,47,active,6721.01
1120,68,active,5381.17
1121,39,active,4859.69
1122,71,active,4165.26
1123,59,active,4410.53
1124,43,active,7842.24
1125,23,active,6907.849999999999
1126,49,active,4541.88
1127,20,active,3422.5
1128,64,active,5780.51
1129,33,active,3477.39
1130,36,active,1665.28
1131,30,active,7773.24
1132,27,active,6569.88
1133,40,active,2966.36
1134,43,active,5828.09
1135,29,active,4096.73
1136,54,active,7008.94
1137,56,active,6679.3
1138,25,active,3950.2799999999997
1139,64,active,3186.36
1140,62,active,3905.23
1141,72,active,3980.06
1142,45,active,6804.75
1143,24,active,5970.5199999999995
1144,54,active,4428.64
1145,45,active,4711.83
1146,65,active,3775.19
1147,47,active,4058.94
1148,63,active,5160.5
1149,50,active,2699.35
1150,72,active,5133.99
1151,21,active,3241.2
1152,48,active,6739.12
1153,62,active,2945.83
1154,64,active,4251.49
1155,60,active,6605.28
1156,60,active,5368.51
1157,47,active,6144.76
1158,21,active,2966.6
1159,30,active,4378.97
1160,58,active,5842.03
1161,36,active,4503.52
1162,68,active,5075.31
1163,47,active,5981.31
1164,57,active,5439.0
1165,53,active,4891.7
1166,30,active,6917.29
1167,47,active,4554.7300000000005
1168,40,active,4203.82
1169,75,active,6652.37
1170,49,active,5921.83
1171,39,active,4987.09
1172,39,active,7194.48
1173,72,active,2829.34
1174,56,active,4104.05
1175,57,active,6276.25
1176,41,active,4256.38
1177,33,active,3883.93
1178,69,active,4346.59
1179,21,active,2566.15
1180,75,active,5639.21
1181,57,active,3422.15
1182,24,active,5288.74
1183,39,active,4973.7699999999995
1184,35,active,6077.83
1185,75,active,3261.8
1186,69,active,5746.3
1187,75,active,4519.93
1188,71,active,4596.15
1189,36,active,5977.47
1190,44,active,3369.85
1191,39,active,4812.15
1192,29,active,2174.31
1193,67,active,3376.3
1194,66,active,4889.89
1195,32,active,2843.0
1196,38,active,5310.23
1197,46,active,5345.530000000001
1198,46,active,3581.18
1199,57,active,3617.84
1200,74,active,5738.95
1201,43,active,4269.35
1202,36,active,4581.96
1203,26,active,5904.42
1204,27,active,3438.16
1205,64,active,2928.89
1206,54,active,2689.36
1207,54,active,4247.19
1208,37,active,4885.84
1209,67,active,4051.2599999999998
1210,27,active,7515.95
1211,32,active,2427.78
1212,19,active,7464.29
1213,21,active,3209.96
1214,46,active,3968.3599999999997
1215,71,active,2361.57
1216,68,active,3394.83
1217,66,active,3191.82
1218,41,active,4480.13
1219,29,active,5818.22
1220,25,active,8570.44
1221,60,active,2598.16
1222,63,active,3316.17
1223,33,active,4156.32
